heart_rate,steps,calories,azm,resting_hr,hrv,br,sleep_minutes,sleep_efficiency,stress_level
85,469,111,9,73,33,12,437,0.9,Medium
80,102,61,0,56,24,17,405,0.85,High
71,355,84,4,59,35,12,429,0.83,Medium
64,890,111,18,58,41,14,317,0.95,Low
81,592,104,15,72,45,18,453,0.89,Low
84,297,92,5,67,29,15,352,0.91,Medium
83,432,89,7,69,38,17,394,0.71,Medium
72,547,127,11,69,49,17,316,0.79,Low
83,417,114,5,66,31,17,430,0.7,Medium
88,156,79,1,59,16,16,339,0.91,High
83,326,112,7,69,34,17,326,0.73,Medium
73,472,98,8,57,34,12,381,0.93,Medium
83,170,41,3,63,16,13,411,0.87,High
72,688,154,11,66,43,12,343,0.9,Low
88,114,69,3,60,22,12,411,0.9,High
60,855,144,12,60,44,13,421,0.79,Low
87,81,46,1,56,20,17,364,0.85,High
88,483,97,6,73,37,14,431,0.94,Medium
84,20,86,2,57,22,12,406,0.85,High
77,428,103,6,64,25,13,433,0.94,Medium
67,257,82,9,55,27,14,464,0.84,Medium
53,760,121,15,56,44,13,391,0.82,Low
87,461,75,8,72,38,16,322,0.89,Medium
91,95,49,1,64,21,15,313,0.75,High
99,169,74,0,72,15,16,394,0.71,High
79,706,161,15,70,43,15,442,0.84,Low
79,888,170,11,74,45,16,424,0.75,Low
80,347,113,7,70,34,15,339,0.82,Medium
87,200,100,7,70,35,15,313,0.92,Medium
72,401,97,7,56,35,14,341,0.83,Medium
75,288,112,8,61,39,18,470,0.83,Medium
68,850,142,10,72,49,15,309,0.77,Low
60,633,164,11,61,47,18,386,0.76,Low
75,379,81,8,57,25,14,388,0.89,Medium
59,605,143,15,55,43,19,474,0.94,Low
76,449,108,9,63,39,18,387,0.86,Medium
68,738,108,10,65,45,17,387,0.89,Low
88,126,60,3,67,23,15,466,0.76,High
88,186,41,2,55,17,18,333,0.9,High
73,530,144,16,70,42,12,453,0.87,Low
78,515,120,12,72,49,12,404,0.88,Low
65,637,107,19,70,42,13,386,0.88,Low
97,78,47,1,69,23,17,379,0.9,High
58,614,132,15,58,43,14,318,0.77,Low
62,645,150,17,61,46,17,301,0.77,Low
97,78,51,0,70,19,19,457,0.75,High
85,384,70,4,71,28,17,469,0.88,Medium
70,467,120,5,60,32,13,400,0.73,Medium
96,166,50,1,64,15,12,377,0.85,High
76,606,141,11,68,43,17,339,0.71,Low
87,304,111,8,71,37,12,315,0.72,Medium
94,140,77,0,69,23,15,428,0.82,High
79,886,169,12,74,49,19,391,0.85,Low
93,108,51,0,63,19,19,302,0.93,High
62,875,124,16,66,47,15,369,0.94,Low
95,148,48,0,64,23,13,377,0.76,High
78,769,125,10,70,48,17,308,0.75,Low
85,425,98,6,73,39,18,400,0.77,Medium
80,224,108,8,63,37,14,386,0.78,Medium
60,848,152,15,62,42,14,365,0.92,Low
60,875,137,13,57,43,14,339,0.85,Low
70,565,179,16,67,41,14,434,0.83,Low
86,438,121,6,71,36,16,421,0.92,Medium
58,757,174,19,63,46,17,454,0.86,Low
87,283,111,4,72,35,16,369,0.8,Medium
86,356,129,7,72,26,17,448,0.8,Medium
84,205,75,8,71,28,17,372,0.82,Medium
71,655,163,12,70,40,13,400,0.9,Low
104,182,57,0,73,21,13,418,0.92,High
75,399,91,6,61,26,17,473,0.95,Medium
77,135,86,3,57,19,16,353,0.79,High
73,723,122,12,69,40,13,393,0.84,Low
86,17,50,2,62,20,15,438,0.8,High
82,282,79,6,64,29,12,468,0.91,Medium
88,213,72,7,73,37,14,462,0.77,Medium
94,37,82,0,65,19,14,427,0.83,High
92,197,57,0,61,16,18,404,0.8,High
59,557,100,10,61,46,17,464,0.82,Low
96,149,87,0,68,22,14,462,0.93,High
86,494,81,8,68,38,16,313,0.73,Medium
87,77,79,0,59,21,12,361,0.7,High
73,761,161,11,73,46,16,444,0.77,Low
86,314,93,7,67,34,16,308,0.86,Medium
71,828,155,10,68,44,16,361,0.82,Low
66,777,115,13,57,43,15,353,0.8,Low
90,153,84,2,69,23,18,413,0.73,High
82,330,99,4,64,28,12,312,0.71,Medium
55,547,160,17,57,49,15,375,0.85,Low
72,238,86,6,59,34,14,381,0.95,Medium
101,73,72,2,72,23,17,412,0.77,High
90,22,62,0,57,24,17,306,0.71,High
94,11,58,3,68,19,19,347,0.93,High
90,448,126,6,72,31,16,378,0.8,Medium
63,883,103,17,63,49,12,406,0.9,Low
93,90,69,1,70,23,19,378,0.78,High
67,223,118,4,55,38,15,408,0.79,Medium
81,357,70,8,65,30,17,347,0.75,Medium
97,84,87,1,65,23,19,327,0.92,High
100,169,64,3,74,15,16,362,0.79,High
88,35,83,3,57,24,19,306,0.7,High
83,384,89,6,64,26,17,361,0.92,Medium
76,506,135,19,73,40,12,377,0.89,Low
62,596,124,19,63,49,14,345,0.83,Low
75,491,84,6,62,27,19,448,0.79,Medium
74,611,112,10,74,48,19,434,0.79,Low
103,194,80,1,71,21,14,402,0.72,High
97,70,65,3,69,22,18,337,0.94,High
97,20,67,0,68,18,18,317,0.77,High
92,162,42,2,64,24,13,351,0.9,High
61,771,104,16,56,44,18,329,0.71,Low
78,90,85,0,57,15,18,469,0.87,High
74,471,119,5,64,31,15,331,0.71,Medium
79,845,169,13,73,47,16,438,0.87,Low
98,20,88,3,72,21,14,394,0.72,High
88,344,74,5,73,34,16,429,0.94,Medium
67,668,101,12,64,48,15,429,0.85,Low
74,507,104,19,65,45,14,343,0.83,Low
60,595,166,19,64,47,12,313,0.94,Low
57,649,151,12,61,45,19,446,0.84,Low
62,773,167,10,61,43,15,470,0.95,Low
80,438,70,7,61,35,12,430,0.95,Medium
62,718,167,19,65,46,12,368,0.94,Low
72,316,76,9,62,39,16,358,0.77,Medium
68,668,139,18,68,43,19,324,0.72,Low
57,608,177,12,60,43,17,473,0.78,Low
93,159,78,3,61,15,17,390,0.73,High
87,69,81,0,57,24,15,315,0.8,High
89,258,74,9,73,34,18,356,0.94,Medium
87,72,62,1,61,20,17,466,0.81,High
74,392,104,4,63,37,19,438,0.94,Medium
79,444,123,7,62,25,19,313,0.73,Medium
95,192,74,2,72,15,14,457,0.83,High
88,30,40,3,58,18,14,353,0.91,High
58,829,162,17,55,42,13,376,0.79,Low
93,93,83,3,66,15,17,429,0.74,High
85,250,71,6,72,38,18,433,0.93,Medium
65,418,125,5,55,36,12,415,0.9,Medium
58,617,171,15,57,43,19,427,0.79,Low
96,37,68,3,66,17,18,411,0.9,High
80,439,84,8,64,37,14,456,0.95,Medium
70,294,109,8,57,31,15,357,0.94,Medium
79,135,52,3,59,20,16,302,0.84,High
104,151,44,2,70,20,12,370,0.87,High
54,741,157,18,58,48,12,371,0.73,Low
74,301,90,8,61,36,15,413,0.8,Medium
69,726,164,15,66,49,17,372,0.81,Low
89,45,59,0,64,24,19,381,0.79,High
75,233,125,5,61,34,15,427,0.82,Medium
73,293,100,4,61,32,16,399,0.82,Medium
59,765,123,12,63,45,18,435,0.85,Low
66,894,100,14,70,41,16,358,0.76,Low
95,69,45,0,63,16,17,447,0.93,High
61,529,170,19,58,42,12,393,0.83,Low
76,310,105,8,62,25,16,460,0.77,Medium
74,875,130,13,71,41,17,429,0.8,Low
83,318,74,9,71,27,18,354,0.86,Medium
73,416,73,4,55,38,12,396,0.84,Medium
56,703,116,11,56,40,13,437,0.88,Low
70,338,71,8,55,38,15,388,0.83,Medium
96,135,50,0,69,24,13,443,0.73,High
98,94,49,2,67,19,13,372,0.94,High
77,651,129,13,71,49,19,456,0.92,Low
70,250,103,7,56,26,12,461,0.92,Medium
79,330,95,5,65,25,19,390,0.8,Medium
96,86,78,3,65,18,17,394,0.89,High
76,716,145,18,68,41,13,362,0.83,Low
83,131,65,3,61,21,12,414,0.79,High
73,344,81,7,57,26,18,362,0.75,Medium
72,491,73,8,61,31,12,429,0.85,Medium
86,21,86,0,64,17,18,393,0.85,High
63,530,124,13,66,41,17,404,0.79,Low
84,15,56,3,60,15,18,417,0.84,High
64,710,150,18,61,46,16,339,0.78,Low
81,317,101,7,70,38,17,340,0.75,Medium
58,645,117,13,62,44,19,301,0.85,Low
64,799,166,15,59,47,12,361,0.76,Low
95,23,66,3,73,15,13,415,0.92,High
88,343,102,4,71,38,18,338,0.81,Medium
95,63,72,2,73,19,17,344,0.92,High
83,260,112,9,73,39,17,366,0.94,Medium
82,223,107,5,70,34,12,457,0.92,Medium
82,341,110,5,65,37,16,403,0.92,Medium
79,235,113,7,62,25,13,321,0.9,Medium
98,151,50,3,68,17,15,477,0.86,High
74,420,88,4,59,34,18,320,0.83,Medium
